Country Name,Country Code,Year,Year Code,ARI treatment (% of children under 5 taken to a health provider) [SH.STA.ARIC.ZS],Children with fever receiving antimalarial drugs (% of children under age 5 with fever) [SH.MLR.TRET.ZS],Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding) [SH.STA.ORCF.ZS],Diarrhea treatment (% of children under 5 who received ORS packet) [SH.STA.ORTH],"Incidence of malaria (per 1,000 population at risk) [SH.MLR.INCD.P3]","Incidence of tuberculosis (per 100,000 people) [SH.TBS.INCD]",Intermittent preventive treatment (IPT) of malaria in pregnancy (% of pregnant women) [SH.MLR.IPTP.ZS],Malaria cases reported [SH.STA.MALR],"Tuberculosis case detection rate (%, all forms) [SH.TBS.DTEC.ZS]","Tuberculosis death rate (per 100,000 people) [SH.TBS.MORT]",Tuberculosis treatment success rate (% of new cases) [SH.TBS.CURE.ZS],Use of insecticide-treated bed nets (% of under-5 population) [SH.MLR.NETS.ZS],Female headed households (% of households with a female head) [SP.HOU.FEMA.ZS],"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]","Labor force, female (% of total labor force) [SL.TLF.TOTL.FE.ZS]","Labor force, total [SL.TLF.TOTL.IN]","Literacy rate, adult female (% of females ages 15 and above) [SE.ADT.LITR.FE.ZS]","Literacy rate, adult male (% of males ages 15 and above) [SE.ADT.LITR.MA.ZS]","Literacy rate, adult total (% of people ages 15 and above) [SE.ADT.LITR.ZS]","Literacy rate, youth male (% of males ages 15-24) [SE.ADT.1524.LT.MA.ZS]","Literacy rate, youth total (% of people ages 15-24) [SE.ADT.1524.LT.ZS]",Poverty headcount ratio at national poverty line (% of population) [SI.POV.NAHC],"Primary completion rate, female (% of relevant age group) [SE.PRM.CMPT.FE.ZS]","Primary completion rate, male (% of relevant age group) [SE.PRM.CMPT.MA.ZS]","Primary completion rate, total (% of relevant age group) [SE.PRM.CMPT.ZS]","Public spending on education, total (% of GDP) [SE.XPD.TOTL.GD.ZS]",Ratio of school attendance of orphans to school attendance of non-orphans ages 10-14 [SE.ENR.ORPH],Ratio of young literate females to males (% ages 15-24) [SE.ADT.1524.LT.FM.ZS],Rural poverty headcount ratio at national poverty lines (% of rural population) [SI.POV.RUHC],"School enrollment, primary (% gross) [SE.PRM.ENRR]","School enrollment, primary (% net) [SE.PRM.NENR]","School enrollment, primary, female (% gross) [SE.PRM.ENRR.FE]","School enrollment, primary, female (% net) [SE.PRM.NENR.FE]","School enrollment, primary, male (% gross) [SE.PRM.ENRR.MA]","School enrollment, primary, male (% net) [SE.PRM.NENR.MA]","School enrollment, secondary (% gross) [SE.SEC.ENRR]","School enrollment, secondary (% net) [SE.SEC.NENR]","School enrollment, secondary, female (% gross) [SE.SEC.ENRR.FE]","School enrollment, secondary, female (% net) [SE.SEC.NENR.FE]","School enrollment, secondary, male (% gross) [SE.SEC.ENRR.MA]","School enrollment, secondary, male (% net) [SE.SEC.NENR.MA]","School enrollment, tertiary (% gross) [SE.TER.ENRR]","School enrollment, tertiary, female (% gross) [SE.TER.ENRR.FE]",Share of women employed in the nonagricultural sector (% of total nonagricultural employment) [SL.EMP.INSV.FE.ZS],"Unemployment, female (% of female labor force) [SL.UEM.TOTL.FE.ZS]","Unemployment, male (% of male labor force) [SL.UEM.TOTL.MA.ZS]","Unemployment, total (% of total labor force) [SL.UEM.TOTL.ZS]",Urban poverty headcount ratio at national poverty lines (% of urban population) [SI.POV.URHC]
Austria,AUT,2019,YR2019,..,..,..,..,..,6.2,..,..,83,0.39,..,..,..,51390,46.41774528,4622075,..,..,..,..,..,..,99.65705872,99.17488861,99.40850067,..,..,..,..,103.1049271,..,102.7482071,..,103.4397583,..,100.1937027,..,98.88358307,..,101.4289398,..,86.47553253,95.31774139,..,4.35,4.61,4.49,..
Azerbaijan,AZE,2017,YR2017,..,..,..,..,0,66,..,0,80,5.9,84,..,..,4090,48.73182032,5033711,99.72199249,99.86374664,99.79122925,99.96064758,99.93804932,..,107.6183777,106.7825623,107.1721725,2.473819971,..,0.999520004,..,103.2940979,93.7475,104.193718,94.68734,102.5200424,92.93884,..,..,..,..,..,..,27.06740952,29.03384972,..,5.93,4.12,5,..
Azerbaijan,AZE,2018,YR2018,..,..,..,..,0,63,..,0,80,5.9,84,..,..,4060,48.76010802,5091129,..,..,..,..,..,..,100.6412125,99.85738373,100.2199478,2.455430031,..,..,..,99.7220993,92.42467,100.0146179,92.24746,99.47112274,92.57672,94.48007965,88.53256,94.53943634,88.15416,94.42806244,88.86419,27.70849991,29.69345093,..,5.77,4.08,4.9,..
Azerbaijan,AZE,2019,YR2019,..,..,..,..,..,60,..,..,80,5.9,..,..,..,4490,48.63162845,5103475,99.72675323,99.86824036,99.79598236,99.95867157,99.93392944,..,100.3731613,100.3920212,100.3833389,2.681080103,..,0.999469995,..,97.93534851,..,99.53543854,..,96.56020355,..,94.77548981,..,94.66227722,..,94.87435913,..,31.54019928,34.01358032,..,5.73,4.01,4.84,..
"Bahamas, The",BHS,2017,YR2017,..,..,..,..,..,15,..,..,87,0.24,71,..,..,30900,48.14961125,222764,..,..,..,..,..,..,..,..,..,2.418499947,..,..,..,..,..,..,..,..,..,..,65.13657,..,66.43519,..,63.82813,..,..,..,11.37,8.34,9.8,..
"Bahamas, The",BHS,2018,YR2018,..,..,..,..,..,14,..,..,87,0.17,72,..,..,31990,48.17653511,226108,..,..,..,..,..,..,..,..,..,2.309520006,..,..,..,..,74.22717,..,75.13181,..,73.3337,..,62.4958,..,65.04684,..,59.92424,..,..,..,9.95,10.05,10,..
"Bahamas, The",BHS,2019,YR2019,..,..,..,..,..,15,..,..,87,0.09,..,..,..,33460,48.21617664,229479,..,..,..,..,..,..,..,..,..,2.398930073,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.12,10.09,10.11,..
Bahrain,BHR,2017,YR2017,..,..,..,..,..,12,..,..,87,0.51,..,..,..,21250,20.92206942,869479,..,..,..,..,..,..,100.3845291,98.57032776,99.45120239,2.324520111,..,..,..,101.213089,97.27864,100.9979782,..,101.4240799,..,102.2033768,92.35773,104.0737762,94.42112,100.4713135,90.44694,47.14588165,64.26850891,..,4.55,0.62,1.44,..
Bahrain,BHR,2018,YR2018,..,..,..,..,..,11,..,..,87,0.51,47,..,..,21910,20.49305163,927124,..,..,..,..,..,..,99.27617645,96.51583099,97.87412262,..,..,..,..,99.36305237,96.71489,98.75315857,95.85031,99.96531677,97.56867,98.59906769,90.19346,101.6959915,93.78209,95.81735229,86.97008,50.48189926,67.84062958,..,4.68,0.69,1.51,..
Bahrain,BHR,2019,YR2019,..,..,..,..,..,12,..,..,87,0.51,..,..,..,22170,20.14829967,981661,..,..,..,..,..,..,97.32035065,103.1758194,100.241188,..,..,..,..,98.02790833,..,97.73763275,..,98.31111908,..,97.11241913,..,101.5219879,..,93.22514343,..,55.62850952,73.91719818,..,4.76,0.75,1.56,..
Bangladesh,BGD,2017,YR2017,..,..,..,..,1.947705584,221,..,29007,69,34,94,..,..,1520,30.17415413,67462312,70.08570099,75.70236206,72.89296722,91.54129028,92.95075989,..,..,..,..,..,..,1.030050039,..,114.9886627,..,119.0579605,..,111.0868073,..,69.66316986,63.74088,75.21749115,68.87605,64.34774017,58.82658,18.15146065,14.91032982,..,6.75,3.35,4.37,..
Bangladesh,BGD,2018,YR2018,..,..,61.6,83.3,0.692739752,221,..,10426,75,29,94,..,15.8,1750,30.36462212,68844397,71.18193817,76.66925812,73.91220093,91.80371857,93.29644012,..,..,..,..,..,..,1.032760024,..,116.4663391,..,120.7517471,..,112.3574524,..,72.69059753,66.54968,78.27072906,72.27917,67.35347748,61.06971,20.5650692,16.98328972,..,6.65,3.26,4.29,..
Bangladesh,BGD,2019,YR2019,46.4,..,50.9,72.4,..,221,..,..,81,24,..,..,..,1940,30.51465146,70160182,71.94838715,77.44149017,74.6844635,93.70469666,94.86242676,..,..,..,..,1.326320052,..,1.024799943,..,..,..,..,..,..,..,72.55812836,..,78.27726746,..,67.0911026,..,24.01688957,20.01847076,..,6.55,3.2,4.22,..
Barbados,BRB,2017,YR2017,..,..,..,..,..,0,..,..,..,0.9,..,..,..,16070,49.41181779,155139,..,..,..,..,..,..,..,..,..,4.366380215,..,..,..,97.76967621,94.99257,96.0015564,94.19739,99.48088837,95.76215,106.3274536,95.94098,108.5692673,..,104.2083817,..,..,..,..,10.19,9.54,9.86,..
Barbados,BRB,2018,YR2018,..,..,..,..,..,0.4,..,..,87,0.9,..,..,..,16700,49.35105904,155330,..,..,..,..,..,..,89.92072296,87.61592865,88.74687195,5.428860188,..,..,..,99.35134888,96.69287,97.46607971,95.73025,101.1814804,97.62735,103.7039032,93.63078,105.7528915,96.81848,101.7639771,90.61275,..,..,..,10.21,9.8,10,..
Barbados,BRB,2019,YR2019,..,..,..,..,..,0,..,..,..,0.9,..,..,..,17380,49.32461986,155468,..,..,..,..,..,..,91.58016205,88.65287781,90.09367371,3.203989983,..,..,..,100.3379135,..,98.15724945,..,102.4552689,..,102.7071991,..,104.9261627,..,100.5972977,..,..,..,..,10.35,9.87,10.1,..
Belarus,BLR,2017,YR2017,..,..,..,..,..,37,..,..,80,3.5,89,..,..,5300,49.47903322,5097254,..,..,..,..,..,5.9,101.4563675,101.8936691,101.6810074,4.794990063,..,..,..,101.9657898,95.61727,101.6754227,..,102.2402115,..,103.5134583,96.37553,102.694519,96.92706,104.2893677,95.85298,88.45143127,98.34384918,..,4.04,7.23,5.65,..
Belarus,BLR,2018,YR2018,..,..,..,..,..,31,..,..,80,2.8,88,..,..,5700,49.03947986,5087556,..,..,..,..,..,5.6,104.6449509,104.5922775,104.6179123,5.381110191,..,..,..,100.5002136,94.92861,100.3826065,94.80403,100.6112823,95.04628,102.4395294,95.63948,101.6907425,96.18075,103.1489182,95.12669,87.42909241,95.0921402,..,3.55,5.92,4.76,..
Belarus,BLR,2019,YR2019,..,..,..,..,..,29,..,..,80,2.8,..,..,..,6370,48.95016443,5005260,99.87651062,99.87095642,99.87400055,99.84712982,99.87283325,5,..,..,..,4.97947979,..,1.000530005,..,..,..,..,..,..,..,..,..,..,..,..,..,93.39631653,..,..,3.5,5.88,4.71,..
Belgium,BEL,2017,YR2017,..,..,..,..,..,9.2,..,..,87,0.29,79,..,..,42460,45.83894613,5037594,..,..,..,..,..,..,..,..,..,6.425340176,..,..,..,103.905571,98.76482,103.9582977,98.87476,103.855217,98.65984,158.5418549,94.94691,167.7857666,95.08123,149.7196045,94.81871,79.66172791,90.46260834,..,7.05,7.11,7.09,..
Belgium,BEL,2018,YR2018,..,..,..,..,..,9.1,..,..,87,0.29,82,..,..,46060,46.21097452,5089752,..,..,..,..,..,14.8,..,..,..,6.376639843,..,..,..,103.3507004,..,103.6031876,..,103.1104813,..,155.9610748,..,165.2812653,..,147.0855255,..,78.90116882,89.73699951,..,5.56,6.28,5.95,..
Belgium,BEL,2019,YR2019,..,..,..,..,..,8.9,..,..,87,0.29,..,..,..,47960,46.22560964,5137174,..,..,..,..,..,..,..,..,..,..,..,..,..,102.6195068,..,103.1920395,..,102.0773315,..,156.0806122,..,165.7440033,..,146.902298,..,80.13816833,92.23223877,..,4.93,5.73,5.36,..
Belize,BLZ,2017,YR2017,..,..,..,..,0.026997424,36,..,7,87,2.3,71,..,..,4420,38.49603516,168355,..,..,..,..,..,..,102.4268036,102.7870102,102.6097107,7.45028019,..,..,..,113.2306137,96.18248,110.3680115,..,115.9851608,..,84.04007721,70.34414,86.19940948,72.70522,81.90868378,68.01361,24.6566391,30.48455048,..,9.8,4.59,6.6,..
Belize,BLZ,2018,YR2018,..,..,..,..,0.011349965,30,..,3,87,2.3,67,..,..,4550,38.70744932,173734,..,..,..,..,..,..,104.1176529,104.8183517,104.4744797,7.472270012,..,..,..,111.6968765,95.94237,108.7315521,..,114.5503235,..,85.37245941,71.149,87.11591339,73.35268,83.65849304,68.98259,24.54084015,30.48693085,..,9.74,4.48,6.52,..
Belize,BLZ,2019,YR2019,..,..,..,..,..,27,..,..,87,2.2,..,..,..,4700,38.79412931,178991,..,..,..,..,..,..,103.0827484,102.6206512,102.8469315,7.138390064,..,..,..,110.4903107,..,108.5915909,..,112.3222733,..,86.38567352,..,87.18950653,..,85.59892273,..,24.99110031,31.31575012,..,9.66,4.43,6.46,..
Benin,BEN,2017,YR2017,..,..,..,..,399.5579673,58,..,1774022,55,10,87,..,..,1090,49.12941585,4536724,..,..,..,..,..,..,..,..,..,3.535589933,..,..,..,126.6461105,97.03352,122.3356018,..,130.8359375,..,..,..,..,..,..,..,12.27414036,7.466390133,..,2.65,2.24,2.44,..
Benin,BEN,2018,YR2018,46.1,17.5,28,22.2,386.1823669,56,13.7,1975812,62,8.8,87,76.3,24.9,1200,49.17389928,4679151,31.07164955,53.97703171,42.36240005,69.76117706,60.94807816,..,..,..,..,2.933969975,..,0.744589984,..,121.958252,97.21103,117.9589081,..,125.8450623,..,..,..,..,..,..,..,12.51698971,7.94633007,..,2.55,2.2,2.37,..
Benin,BEN,2019,YR2019,..,..,..,..,..,55,..,..,65,7.8,..,..,..,1250,49.22673988,4826125,..,..,..,..,..,38.5,61.15882111,67.63040924,64.43959808,2.965199947,..,..,..,116.7085876,..,112.3972778,..,120.8984222,..,..,..,..,..,..,..,..,..,..,2.48,2.17,2.32,..
Bermuda,BMU,2017,YR2017,..,..,..,..,..,3.6,..,..,87,0.3,100,..,..,112940,..,..,..,..,..,..,..,..,..,..,..,1.324959993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.8335495,22.4610405,..,..,..,..,..
Bermuda,BMU,2018,YR2018,..,..,..,..,..,3.7,..,..,87,0.3,100,..,..,117000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.02725983,22.90533066,..,..,..,..,..
Bermuda,BMU,2019,YR2019,..,..,..,..,..,3.7,..,..,87,0.3,..,..,..,117740,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bhutan,BTN,2017,YR2017,..,..,..,..,0.019937794,145,..,11,80,16,93,..,..,2800,41.02355564,366409,57.08361816,75.01985168,66.5611496,93.27015686,93.09062958,8.2,104.401123,95.7190094,100,7.225739956,..,0.99594003,..,101.334137,87.42576,101.2646866,87.64798,101.4015503,87.21004,87.86759949,67.06537,92.75176239,72.82267,83.18544006,61.54618,14.78160954,14.05498981,..,3.15,1.8,2.36,..
Bhutan,BTN,2018,YR2018,..,..,..,..,0.010747815,149,..,6,80,16,95,..,..,2970,40.91329804,374905,..,..,..,..,..,..,92.5732193,83.87330627,88.1620636,6.850840092,..,..,..,100.139679,88.02597,100.2238312,88.54243,100.0580368,87.52499,90.09468079,70.19893,95.71011353,76.54685,84.70748901,64.10904,15.55451012,15.49213982,..,3.06,1.78,2.3,..
Bhutan,BTN,2019,YR2019,..,..,..,..,..,165,..,..,80,18,..,..,..,3140,40.79374524,383196,..,..,..,..,..,..,82.61395264,71.53948212,76.99398041,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.56830025,15.51912022,..,3.02,1.75,2.27,..
Bolivia,BOL,2017,YR2017,..,..,..,..,1.220001887,111,..,4572,61,11,83,..,..,3090,42.91157579,5292227,..,..,..,..,..,..,91.03054047,92.16622925,91.61031342,..,..,..,..,97.52735901,90.87779,96.87380981,90.63875,98.15357208,91.10682,90.29644775,76.1901,89.31302643,76.6115,91.24099731,75.78534,..,..,..,4.06,3.35,3.66,..
Bolivia,BOL,2018,YR2018,..,..,..,..,1.405473055,108,..,5342,62,11,81,..,..,3370,44.18632032,5631098,..,..,..,..,..,..,94.22058868,95.43340302,94.83978271,..,..,..,..,98.15091705,92.85137,97.64904022,92.7218,98.6317215,92.97549,89.72425079,76.55438,88.75827026,76.97286,90.65175629,76.15256,..,..,..,3.61,3.45,3.52,..
Bolivia,BOL,2019,YR2019,..,..,..,..,..,106,..,..,61,10,..,..,..,3520,44.34343505,5758760,..,..,..,..,..,37.2,91.63172913,91.57771301,91.60414886,..,..,..,..,98.52770996,..,98.23860168,..,98.80462646,..,89.98072052,..,89.15235138,..,90.77581024,..,..,..,..,3.54,3.39,3.46,..
Bosnia and Herzegovina,BIH,2017,YR2017,..,..,..,..,..,29,..,..,80,3.2,45,..,..,5120,39.63702578,1329020,..,..,..,..,..,..,88.90313721,89.16294861,89.0358963,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.82963181,55.77616119,..,23.1,18.84,20.53,..
Bosnia and Herzegovina,BIH,2018,YR2018,..,..,..,..,..,25,..,..,80,3,28,..,..,5750,39.2009172,1319663,..,..,..,..,..,..,84.90886688,85.91374207,85.42336273,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.4591217,51.13705063,..,20.29,17.18,18.4,..
Bosnia and Herzegovina,BIH,2019,YR2019,..,..,..,..,..,27,..,..,65,2.8,..,..,..,6180,40.57771006,1336172,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.19034958,48.49008179,..,18.73,13.62,15.69,..
Botswana,BWA,2017,YR2017,..,..,..,..,2.051410439,300,..,1900,80,17,78,..,..,6690,48.80165903,1023248,..,..,..,..,..,..,..,..,..,7.099999905,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.85997009,29.24465942,..,20.71,14.37,17.46,..
Botswana,BWA,2018,YR2018,..,..,..,..,0.588195538,275,..,585,75,17,82,..,..,7340,48.82851994,1049399,..,..,..,..,..,..,..,..,..,6.721330166,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.71711922,31.2528801,..,20.61,14.18,17.32,..
Botswana,BWA,2019,YR2019,..,..,..,..,..,253,..,..,53,28,..,..,..,7660,48.85048022,1076493,..,..,..,..,..,..,..,..,..,6.91437006,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.08139038,29.93086052,..,20.51,14.05,17.21,..
Brazil,BRA,2017,YR2017,..,..,..,..,5.234572354,44,..,189503,87,2.5,71,..,..,8700,43.38080331,104268846,93.24371338,92.8915329,93.07582092,98.84127808,99.15541077,..,..,..,..,6.32047987,..,1.00643003,..,115.9717789,96.29925,113.9252396,..,117.9199219,..,101.3137894,81.72855,102.9063187,83.18157,99.78598022,80.33465,51.57070923,59.72615051,..,14.72,11.37,12.82,..
Brazil,BRA,2018,YR2018,..,..,..,..,5.124373531,46,..,187693,87,2.4,71,..,..,9170,43.57820175,105542221,93.42507172,93.00904083,93.22750092,98.98358154,99.20417023,..,..,..,..,6.088510036,..,1.004510045,..,114.476532,..,112.9145279,..,115.9605103,..,105.0091095,..,106.6633224,..,103.4190063,..,53.25735092,61.59022903,..,14.23,10.87,12.33,..
Brazil,BRA,2019,YR2019,..,..,..,..,..,46,..,..,87,2.3,..,..,..,9270,43.89710831,107461083,..,..,..,..,..,..,..,..,..,..,..,..,..,111.9657822,..,109.3679276,..,114.4892273,..,103.9523773,..,106.7609863,..,101.3035965,..,55.13629913,64.3465271,..,14.14,10.2,11.93,..
British Virgin Islands,VGB,2017,YR2017,..,..,..,..,..,1.9,..,..,..,0.16,..,..,..,..,..,..,..,..,..,..,..,..,94.14633942,96.77419281,95.49762726,2.665430069,..,..,..,128.8253479,..,125.9259262,..,131.5007324,..,..,68.10811,..,71.86068,..,64.48184,..,..,..,..,..,..,..
British Virgin Islands,VGB,2018,YR2018,..,..,..,..,..,3.9,..,..,87,0.32,..,..,..,..,..,..,..,..,..,..,..,..,80.10204315,79.14691925,79.60688019,2.694129944,..,..,..,102.5547409,..,102.4576263,..,102.6438599,..,..,..,..,..,..,..,16.25408936,20.94339943,..,..,..,..,..
British Virgin Islands,VGB,2019,YR2019,..,..,..,..,..,3.9,..,..,..,0.32,..,..,..,..,..,..,..,..,..,..,..,..,79.14438629,84.31372833,81.84143066,2.918790102,..,..,..,117.4210129,..,117.55793,..,117.2950821,..,..,..,..,..,..,..,24.80620003,32.96398926,..,..,..,..,..
Brunei Darussalam,BRN,2017,YR2017,..,..,..,..,..,64,..,..,87,4.2,75,..,..,29800,42.63705557,212578,..,..,..,..,..,..,106.383667,108.4123611,107.4272232,..,..,..,..,104.8577118,93.53285,104.862442,..,104.8532715,..,92.93731689,84.04573,94.26651764,85.63814,91.69896698,82.56218,33.56496048,42.00011826,..,9.99,8.82,9.32,..
Brunei Darussalam,BRN,2018,YR2018,..,..,..,..,..,68,..,..,87,2.9,77,..,..,29390,42.07689298,219838,96.3012619,98.05361938,97.21411133,99.63516235,99.7089386,..,108.3776627,107.6032486,107.9787216,..,..,1.001549959,..,103.151619,93.14673,103.5934296,..,102.7378464,..,93.48278046,82.64549,94.59944916,84.048,92.43451691,81.32889,31.21179962,38.42150116,..,10.06,7.71,8.7,..
Brunei Darussalam,BRN,2019,YR2019,..,..,..,..,..,64,..,..,87,3.2,..,..,..,32230,41.56244528,217006,..,..,..,..,..,..,101.3495331,98.92337036,100.0980072,..,..,..,..,100.0995026,..,100.5328674,..,99.69371796,..,92.09571838,..,93.67414856,..,90.60678101,..,31.47384071,38.76974869,..,8.27,5.96,6.92,..
Bulgaria,BGR,2017,YR2017,..,..,..,..,..,25,..,..,80,1.6,84,..,..,7640,46.4013453,3357463,..,..,..,..,..,22,89.12432861,90.47045898,89.81646729,4.091020107,..,..,..,89.33377075,86.4454,89.05227661,86.31274,89.60018158,86.57095,98.18347168,89.05757,96.82398987,87.85868,99.46240234,90.18541,71.03066254,78.8241806,..,5.95,6.35,6.16,..
Bulgaria,BGR,2018,YR2018,..,..,..,..,..,23,..,..,80,1.6,86,..,..,8560,46.16881958,3327434,..,..,..,..,..,22.6,86.13657379,87.07457733,86.6185379,..,..,..,..,87.44220734,..,87.19065857,..,87.68048096,..,96.82090759,..,95.18641663,..,98.35791779,..,71.52152252,79.33702087,..,4.65,5.69,5.21,..
Bulgaria,BGR,2019,YR2019,..,..,..,..,..,21,..,..,90,1.6,..,..,..,9570,46.11451216,3377388,..,..,..,..,..,23.8,84.49420929,85.43353271,84.97651672,..,..,..,..,85.94416046,..,85.631073,..,86.24082947,..,92.39259338,..,91.51296234,..,93.21997833,..,73.37917328,81.96420288,..,3.87,4.54,4.23,..
Burkina Faso,BFA,2017,YR2017,..,..,..,..,399.9437614,49,..,10255415,59,8.7,80,..,..,670,44.6934858,7005173,..,..,..,..,..,..,66.35379028,60.78897858,63.51921844,5.628469944,..,..,..,93.65312958,76.42387,92.9284668,75.4478,94.3529129,77.36641,38.11724854,29.14227,37.58081055,29.33465,38.63370132,28.95706,6.003399849,4.094689846,..,5.7,4.68,5.13,..
Burkina Faso,BFA,2018,YR2018,..,51.1,..,..,398.733694,48,57.7,10358924,63,7.8,80,54.4,8.8,750,44.70379504,7234180,31.04408073,49.17272949,39.3458519,63.86194992,58.87398148,41.4,68.46311188,62.602211,65.47892761,5.430560112,..,0.852630019,..,96.09037018,78.64517,95.27731323,77.69237,96.8756485,79.56541,40.70972824,31.00148,40.72999954,31.69258,40.69021988,30.33627,6.501870155,4.764969826,..,4.63,4.75,4.7,..
Burkina Faso,BFA,2019,YR2019,..,..,..,..,..,47,..,..,51,9.7,..,..,..,780,44.73088218,7472712,..,..,..,..,..,..,68.26204681,60.96854019,64.54945374,5.785480022,..,..,..,94.5357132,..,94.28289032,..,94.77986908,..,41.31110001,..,41.99523163,..,40.65269089,..,7.096129894,5.082520008,..,4.54,4.69,4.62,..
Burundi,BDI,2017,YR2017,62.4,47,35,35.6,250.2725129,114,12.9,8453810,63,18,93,39.9,28.7,280,51.93601131,4660949,61.22369003,76.29605103,68.37532806,91.03414917,88.22177124,..,73.53195953,63.24760818,68.37870026,4.762020111,..,0.940509975,..,123.8596191,94.87551,124.7843781,96.35943,122.9412308,93.40181,49.25442886,28.30495,50.43093109,31.38195,48.0775795,25.22708,3.917969942,2.706739902,..,1.05,1.96,1.48,..
Burundi,BDI,2018,YR2018,..,..,..,..,250.2724964,111,..,4966511,58,19,94,..,..,280,51.8935487,4822374,..,..,..,..,..,..,67.89185333,58.17401123,63.02138901,5.078649998,..,..,..,121.4215622,92.8047,122.178421,94.09198,120.6704865,91.52725,48.46501923,27.52277,51.08967972,31.01462,45.84183884,24.03288,4.057660103,3.07171011,..,1,1.92,1.45,..
Burundi,BDI,2019,YR2019,..,..,..,..,..,107,..,..,55,21,..,..,..,280,51.85764498,4987390,..,..,..,..,..,..,64.48310852,54.29693985,59.37641907,..,..,..,..,118.9602432,..,119.8396225,..,118.0884628,..,45.09125137,..,48.28493118,..,41.90256882,..,3.923569918,3.044650078,..,0.98,1.9,1.42,..
Cabo Verde,CPV,2017,YR2017,..,..,..,..,3.026855291,58,..,423,80,4.3,91,..,..,3080,43.7447835,228841,..,..,..,..,..,..,88.13062286,86.67829895,87.40142059,5.181749821,..,..,..,103.2829208,92.86236,99.66911316,91.9506,106.836998,93.75906,92.64199066,71.43748,97.01483154,75.42516,88.32447815,67.50024,24.39769936,29.3447094,..,12.77,11.83,12.24,..
Cabo Verde,CPV,2018,YR2018,..,..,..,..,0.014146473,46,..,2,80,4.3,90,..,..,3400,43.97666729,233492,..,..,..,..,..,..,89.33860016,85.26541901,87.29020691,5.368850231,..,..,..,104.0279694,93.42191,100.4554977,92.55145,107.5301971,94.27525,88.15511322,70.42826,92.49768066,74.47218,83.85196686,66.42105,23.61651039,28.34651947,..,11.55,12.66,12.17,..
Cabo Verde,CPV,2019,YR2019,..,..,..,..,..,46,..,..,80,4.3,..,..,..,3630,44.21229304,237728,..,..,..,..,..,..,98.03765869,101.912941,99.99017334,4.733459949,..,..,..,100.8880692,..,97.85443878,..,103.8531418,..,88.99069214,..,92.68675232,..,85.32164764,..,..,..,..,11.46,12.55,12.07,..
Cambodia,KHM,2017,YR2017,..,..,..,..,17.90332473,329,..,46590,65,19,94,..,..,1230,48.99071478,9049870,..,..,..,..,..,..,91.86196899,87.29042053,89.54563141,..,..,..,..,107.8130569,90.54321,106.4634399,90.32308,109.1012802,90.75333,..,..,..,..,..,..,13.1342802,12.16868973,..,0.18,0.11,0.14,..
Cambodia,KHM,2018,YR2018,..,..,..,..,23.69294269,308,..,62582,57,18,94,..,..,1380,48.95809915,9185183,..,..,..,..,..,..,90.25720215,85.82245636,87.9994812,2.162859917,..,..,..,107.4148483,90.26554,106.0780792,90.19264,108.686142,90.33487,..,..,..,..,..,..,13.68776035,12.9327898,..,0.17,0.1,0.13,..
Cambodia,KHM,2019,YR2019,..,..,..,..,..,287,..,..,63,17,..,..,..,1530,48.92461482,9319219,..,..,..,..,..,..,94.66481781,87.55303955,91.02736664,..,..,..,..,106.4747391,..,105.0311966,..,107.8470917,..,..,..,..,..,..,..,14.73896027,14.30465031,..,0.16,0.1,0.13,..
Cameroon,CMR,2017,YR2017,..,..,..,..,262.2253376,194,..,1317371,51,30,84,..,..,1340,47.01725629,10703283,..,..,..,..,..,..,64.69407654,71.68711853,68.21424103,3.154819965,..,..,..,110.3206787,92.87395,104.506279,88.71914,116.0457611,96.96492,..,..,..,..,..,..,12.76025009,11.44435024,..,3.87,3,3.41,..
Cameroon,CMR,2018,YR2018,59.2,..,38.1,17.9,246.9895914,186,31.9,1327522,50,31,84,59.8,26,1450,47.07101971,11023222,71.58627319,82.6280365,77.07103729,87.72000122,85.08000183,..,61.21667862,67.67904663,64.47068024,3.131200075,..,0.939469993,..,103.4021225,..,98.01210022,..,108.7064972,..,..,..,..,..,..,..,14.26727009,13.40384007,..,3.83,2.94,3.36,..
